instant,dteday,season,temp,atemp,hum
10721,27-03-12,2,0.42,0.4242,0.17
10722,27-03-12,2,0.42,0.4242,0.17
10723,27-03-12,2,0.36,0.3485,0.37
10724,27-03-12,2,0.36,0.3485,0.37
10725,27-03-12,2,0.36,0.3485,0.37
10726,28-03-12,2,0.36,0.3333,0.4
10727,28-03-12,2,0.36,0.3333,0.46
10728,28-03-12,2,0.34,0.303,0.49
10729,28-03-12,2,0.34,0.303,0.42
10730,28-03-12,2,0.36,0.3333,0.43
10731,28-03-12,2,0.36,0.3333,0.43
10732,28-03-12,2,0.36,0.3333,0.46
10733,28-03-12,2,0.36,0.3333,0.46
10734,28-03-12,2,0.38,0.3939,0.46
10735,28-03-12,2,0.4,0.4091,0.43
10736,28-03-12,2,0.46,0.4545,0.41
10737,28-03-12,2,0.5,0.4848,0.42
10738,28-03-12,2,0.54,0.5152,0.39
10739,28-03-12,2,0.56,0.5303,0.43
10740,28-03-12,2,0.62,0.6212,0.38
10741,28-03-12,2,0.62,0.6212,0.41
10742,28-03-12,2,0.62,0.6212,0.43
10743,28-03-12,2,0.6,0.6061,0.6
10744,28-03-12,2,0.6,0.6061,0.6
10745,28-03-12,2,0.6,0.6212,0.56
10746,28-03-12,2,0.6,0.6212,0.56
10747,28-03-12,2,0.58,0.5455,0.6
10748,28-03-12,2,0.56,0.5303,0.64
10749,28-03-12,2,0.54,0.5152,0.68
10750,29-03-12,2,0.54,0.5152,0.68
10751,29-03-12,2,0.56,0.5303,0.6
10752,29-03-12,2,0.6,0.6061,0.28
10753,29-03-12,2,0.58,0.5455,0.28
10754,29-03-12,2,0.52,0.5,0.36
10755,29-03-12,2,0.5,0.4848,0.45
10756,29-03-12,2,0.46,0.4545,0.59
10757,29-03-12,2,0.46,0.4545,0.51
10758,29-03-12,2,0.46,0.4545,0.47
10759,29-03-12,2,0.48,0.4697,0.48
10760,29-03-12,2,0.46,0.4545,0.47
10761,29-03-12,2,0.5,0.4848,0.45
10762,29-03-12,2,0.5,0.4848,0.42
10763,29-03-12,2,0.46,0.4545,0.44
10764,29-03-12,2,0.5,0.4848,0.42
10765,29-03-12,2,0.52,0.5,0.39
10766,29-03-12,2,0.52,0.5,0.36
10767,29-03-12,2,0.52,0.5,0.38
10768,29-03-12,2,0.5,0.4848,0.39
10769,29-03-12,2,0.48,0.4697,0.39
10770,29-03-12,2,0.46,0.4545,0.38
10771,29-03-12,2,0.44,0.4394,0.44
10772,29-03-12,2,0.42,0.4242,0.44
10773,29-03-12,2,0.42,0.4242,0.47
10774,30-03-12,2,0.4,0.4091,0.47
10775,30-03-12,2,0.38,0.3939,0.5
10776,30-03-12,2,0.36,0.3333,0.53
10777,30-03-12,2,0.34,0.3333,0.61
10778,30-03-12,2,0.34,0.3485,0.53
10779,30-03-12,2,0.32,0.3333,0.61
10780,30-03-12,2,0.32,0.3333,0.57
10781,30-03-12,2,0.32,0.3182,0.57
10782,30-03-12,2,0.32,0.3182,0.66
10783,30-03-12,2,0.34,0.3333,0.57
10784,30-03-12,2,0.36,0.3636,0.57
10785,30-03-12,2,0.36,0.3788,0.53
10786,30-03-12,2,0.38,0.3939,0.54
10787,30-03-12,2,0.4,0.4091,0.5
10788,30-03-12,2,0.4,0.4091,0.54
10789,30-03-12,2,0.42,0.4242,0.54
10790,30-03-12,2,0.4,0.4091,0.62
10791,30-03-12,2,0.4,0.4091,0.62
10792,30-03-12,2,0.42,0.4242,0.54
10793,30-03-12,2,0.4,0.4091,0.62
10794,30-03-12,2,0.4,0.4091,0.62
10795,30-03-12,2,0.38,0.3939,0.66
10796,30-03-12,2,0.36,0.3485,0.71
10797,30-03-12,2,0.36,0.3788,0.71
10798,31-03-12,2,0.38,0.3939,0.82
10799,31-03-12,2,0.4,0.4091,0.76
10800,31-03-12,2,0.42,0.4242,0.77
10801,31-03-12,2,0.4,0.4091,0.82
10802,31-03-12,2,0.42,0.4242,0.77
10803,31-03-12,2,0.4,0.4091,0.82
10804,31-03-12,2,0.36,0.3485,0.87
10805,31-03-12,2,0.36,0.3485,0.87
10806,31-03-12,2,0.36,0.3485,0.87
10807,31-03-12,2,0.4,0.4091,0.76
10808,31-03-12,2,0.4,0.4091,0.76
10809,31-03-12,2,0.46,0.4545,0.72
10810,31-03-12,2,0.48,0.4697,0.67
10811,31-03-12,2,0.54,0.5152,0.6
10812,31-03-12,2,0.5,0.4848,0.63
10813,31-03-12,2,0.52,0.5,0.59
10814,31-03-12,2,0.5,0.4848,0.63
10815,31-03-12,2,0.48,0.4697,0.67
10816,31-03-12,2,0.44,0.4394,0.72
10817,31-03-12,2,0.42,0.4242,0.71
10818,31-03-12,2,0.4,0.4091,0.71
10819,31-03-12,2,0.4,0.4091,0.71
10820,31-03-12,2,0.38,0.3939,0.71
10821,31-03-12,2,0.36,0.3333,0.76
10822,01-04-12,2,0.36,0.3333,0.76
10823,01-04-12,2,0.36,0.3485,0.76
10824,01-04-12,2,0.36,0.3485,0.76
10825,01-04-12,2,0.34,0.3333,0.81
10826,01-04-12,2,0.34,0.3485,0.81
10827,01-04-12,2,0.34,0.3485,0.81
10828,01-04-12,2,0.36,0.3485,0.76
10829,01-04-12,2,0.36,0.3485,0.71
10830,01-04-12,2,0.36,0.3636,0.76
10831,01-04-12,2,0.36,0.3485,0.81
10832,01-04-12,2,0.4,0.4091,0.71
10833,01-04-12,2,0.4,0.4091,0.71
10834,01-04-12,2,0.42,0.4242,0.67
10835,01-04-12,2,0.44,0.4394,0.62
10836,01-04-12,2,0.48,0.4697,0.55
10837,01-04-12,2,0.5,0.4848,0.55
10838,01-04-12,2,0.52,0.5,0.52
10839,01-04-12,2,0.52,0.5,0.55
10840,01-04-12,2,0.52,0.5,0.52
10841,01-04-12,2,0.52,0.5,0.55
10842,01-04-12,2,0.5,0.4848,0.59
10843,01-04-12,2,0.5,0.4848,0.59
10844,01-04-12,2,0.5,0.4848,0.63
10845,01-04-12,2,0.46,0.4545,0.72
10846,02-04-12,2,0.44,0.4394,0.82
10847,02-04-12,2,0.42,0.4242,0.88
10848,02-04-12,2,0.44,0.4394,0.94
10849,02-04-12,2,0.4,0.4091,0.76
10850,02-04-12,2,0.4,0.4091,0.76
10851,02-04-12,2,0.36,0.3182,0.71
10852,02-04-12,2,0.34,0.303,0.66
10853,02-04-12,2,0.36,0.3333,0.57
10854,02-04-12,2,0.38,0.3939,0.54
10855,02-04-12,2,0.4,0.4091,0.5
10856,02-04-12,2,0.42,0.4242,0.47
10857,02-04-12,2,0.44,0.4394,0.44
10858,02-04-12,2,0.46,0.4545,0.36
10859,02-04-12,2,0.46,0.4545,0.31
10860,02-04-12,2,0.48,0.4697,0.33
10861,02-04-12,2,0.5,0.4848,0.34
10862,02-04-12,2,0.5,0.4848,0.29
10863,02-04-12,2,0.5,0.4848,0.27
10864,02-04-12,2,0.5,0.4848,0.27
10865,02-04-12,2,0.46,0.4545,0.31
10866,02-04-12,2,0.46,0.4545,0.28
10867,02-04-12,2,0.42,0.4242,0.44
10868,02-04-12,2,0.44,0.4394,0.35
10869,03-04-12,2,0.4,0.4091,0.43
10870,03-04-12,2,0.38,0.3939,0.46
10871,03-04-12,2,0.36,0.3485,0.53
10872,03-04-12,2,0.38,0.3939,0.46
10873,03-04-12,2,0.32,0.3333,0.66
10874,03-04-12,2,0.32,0.3333,0.66
10875,03-04-12,2,0.3,0.3182,0.61
10876,03-04-12,2,0.32,0.3333,0.66
10877,03-04-12,2,0.34,0.3636,0.57
10878,03-04-12,2,0.42,0.4242,0.38
10879,03-04-12,2,0.44,0.4394,0.33
10880,03-04-12,2,0.48,0.4697,0.23
10881,03-04-12,2,0.52,0.5,0.25
10882,03-04-12,2,0.56,0.5303,0.19
10883,03-04-12,2,0.56,0.5303,0.21
10884,03-04-12,2,0.6,0.5909,0.2
10885,03-04-12,2,0.62,0.6061,0.21
10886,03-04-12,2,0.62,0.6061,0.17
10887,03-04-12,2,0.6,0.6061,0.26
10888,03-04-12,2,0.56,0.5303,0.26
10889,03-04-12,2,0.56,0.5303,0.24
10890,03-04-12,2,0.54,0.5152,0.45
10891,03-04-12,2,0.5,0.4848,0.51
10892,03-04-12,2,0.5,0.4848,0.59
10893,04-04-12,2,0.48,0.4697,0.48
10894,04-04-12,2,0.46,0.4545,0.59
10895,04-04-12,2,0.46,0.4545,0.51
10896,04-04-12,2,0.44,0.4394,0.58
10897,04-04-12,2,0.42,0.4242,0.67
10898,04-04-12,2,0.42,0.4242,0.67
10899,04-04-12,2,0.42,0.4242,0.58
10900,04-04-12,2,0.44,0.4394,0.62
10901,04-04-12,2,0.44,0.4394,0.72
10902,04-04-12,2,0.48,0.4697,0.55
10903,04-04-12,2,0.54,0.5152,0.45
10904,04-04-12,2,0.6,0.6212,0.43
10905,04-04-12,2,0.6,0.6212,0.46
10906,04-04-12,2,0.6,0.6212,0.46
10907,04-04-12,2,0.62,0.6212,0.46
10908,04-04-12,2,0.64,0.6212,0.44
10909,04-04-12,2,0.64,0.6212,0.44
10910,04-04-12,2,0.66,0.6212,0.41
10911,04-04-12,2,0.66,0.6212,0.41
10912,04-04-12,2,0.66,0.6212,0.39
10913,04-04-12,2,0.64,0.6212,0.27
10914,04-04-12,2,0.6,0.6061,0.23
10915,04-04-12,2,0.56,0.5303,0.22
10916,04-04-12,2,0.52,0.5,0.23
10917,05-04-12,2,0.52,0.5,0.23
10918,05-04-12,2,0.48,0.4697,0.27
10919,05-04-12,2,0.46,0.4545,0.33
10920,05-04-12,2,0.42,0.4242,0.41
10921,05-04-12,2,0.38,0.3939,0.43
10922,05-04-12,2,0.38,0.3939,0.43
10923,05-04-12,2,0.36,0.3333,0.46
10924,05-04-12,2,0.34,0.3333,0.49
10925,05-04-12,2,0.36,0.3485,0.46
10926,05-04-12,2,0.4,0.4091,0.37
10927,05-04-12,2,0.42,0.4242,0.35
10928,05-04-12,2,0.42,0.4242,0.38
10929,05-04-12,2,0.44,0.4394,0.33
10930,05-04-12,2,0.46,0.4545,0.31
10931,05-04-12,2,0.46,0.4545,0.33
10932,05-04-12,2,0.5,0.4848,0.31
10933,05-04-12,2,0.5,0.4848,0.31
10934,05-04-12,2,0.5,0.4848,0.31
10935,05-04-12,2,0.5,0.4848,0.31
10936,05-04-12,2,0.48,0.4697,0.31
10937,05-04-12,2,0.44,0.4394,0.41
10938,05-04-12,2,0.42,0.4242,0.47
10939,05-04-12,2,0.4,0.4091,0.47
10940,05-04-12,2,0.4,0.4091,0.5
10941,06-04-12,2,0.4,0.4091,0.43
10942,06-04-12,2,0.36,0.3485,0.62
10943,06-04-12,2,0.36,0.3333,0.5
10944,06-04-12,2,0.34,0.303,0.53
10945,06-04-12,2,0.34,0.3182,0.49
10946,06-04-12,2,0.32,0.303,0.53
10947,06-04-12,2,0.3,0.2727,0.49
10948,06-04-12,2,0.3,0.2879,0.49
10949,06-04-12,2,0.3,0.2727,0.49
10950,06-04-12,2,0.34,0.303,0.42
10951,06-04-12,2,0.36,0.3333,0.4
10952,06-04-12,2,0.4,0.4091,0.37
10953,06-04-12,2,0.42,0.4242,0.35
10954,06-04-12,2,0.44,0.4394,0.33
10955,06-04-12,2,0.48,0.4697,0.29
10956,06-04-12,2,0.5,0.4848,0.27
10957,06-04-12,2,0.5,0.4848,0.22
10958,06-04-12,2,0.52,0.5,0.23
10959,06-04-12,2,0.5,0.4848,0.22
10960,06-04-12,2,0.48,0.4697,0.23
10961,06-04-12,2,0.46,0.4545,0.24
10962,06-04-12,2,0.44,0.4394,0.26
10963,06-04-12,2,0.4,0.4091,0.35
10964,06-04-12,2,0.42,0.4242,0.3
10965,07-04-12,2,0.42,0.4242,0.26
10966,07-04-12,2,0.4,0.4091,0.28
10967,07-04-12,2,0.36,0.3333,0.29
10968,07-04-12,2,0.36,0.3333,0.32
10969,07-04-12,2,0.32,0.3182,0.36
10970,07-04-12,2,0.32,0.3182,0.33
10971,07-04-12,2,0.32,0.3182,0.36
10972,07-04-12,2,0.32,0.303,0.33
10973,07-04-12,2,0.34,0.3182,0.34
10974,07-04-12,2,0.4,0.4091,0.3
10975,07-04-12,2,0.42,0.4242,0.28
10976,07-04-12,2,0.44,0.4394,0.24
10977,07-04-12,2,0.46,0.4545,0.23
10978,07-04-12,2,0.5,0.4848,0.22
10979,07-04-12,2,0.5,0.4848,0.22
10980,07-04-12,2,0.52,0.5,0.19
10981,07-04-12,2,0.54,0.5152,0.19
10982,07-04-12,2,0.54,0.5152,0.19
10983,07-04-12,2,0.54,0.5152,0.18
10984,07-04-12,2,0.54,0.5152,0.16
10985,07-04-12,2,0.5,0.4848,0.2
10986,07-04-12,2,0.5,0.4848,0.2
10987,07-04-12,2,0.48,0.4697,0.2
10988,07-04-12,2,0.46,0.4545,0.23
10989,08-04-12,2,0.44,0.4394,0.24
10990,08-04-12,2,0.44,0.4394,0.24
10991,08-04-12,2,0.44,0.4394,0.24
10992,08-04-12,2,0.42,0.4242,0.26
10993,08-04-12,2,0.4,0.4091,0.4
10994,08-04-12,2,0.38,0.3939,0.46
10995,08-04-12,2,0.36,0.3788,0.37
10996,08-04-12,2,0.38,0.3939,0.27
10997,08-04-12,2,0.4,0.4091,0.3
10998,08-04-12,2,0.44,0.4394,0.26
10999,08-04-12,2,0.5,0.4848,0.25
11000,08-04-12,2,0.5,0.4848,0.25
11001,08-04-12,2,0.54,0.5152,0.24
11002,08-04-12,2,0.58,0.5455,0.23
11003,08-04-12,2,0.6,0.5909,0.18
11004,08-04-12,2,0.62,0.6061,0.17
11005,08-04-12,2,0.64,0.6061,0.19
11006,08-04-12,2,0.62,0.6061,0.22
11007,08-04-12,2,0.62,0.6061,0.25
11008,08-04-12,2,0.6,0.6061,0.23
11009,08-04-12,2,0.56,0.5303,0.28
11010,08-04-12,2,0.52,0.5,0.34
11011,08-04-12,2,0.5,0.4848,0.36
11012,08-04-12,2,0.5,0.4848,0.39
11013,09-04-12,2,0.48,0.4697,0.39
11014,09-04-12,2,0.46,0.4545,0.41
11015,09-04-12,2,0.46,0.4545,0.31
11016,09-04-12,2,0.44,0.4394,0.3
11017,09-04-12,2,0.44,0.4394,0.24
11018,09-04-12,2,0.44,0.4394,0.24
11019,09-04-12,2,0.42,0.4242,0.26
11020,09-04-12,2,0.42,0.4242,0.28
11021,09-04-12,2,0.44,0.4394,0.3
11022,09-04-12,2,0.46,0.4545,0.31
11023,09-04-12,2,0.5,0.4848,0.27
11024,09-04-12,2,0.52,0.5,0.27
11025,09-04-12,2,0.54,0.5152,0.28
11026,09-04-12,2,0.54,0.5152,0.28
11027,09-04-12,2,0.56,0.5303,0.28
11028,09-04-12,2,0.58,0.5455,0.28
11029,09-04-12,2,0.56,0.5303,0.3
11030,09-04-12,2,0.54,0.5152,0.32
11031,09-04-12,2,0.54,0.5152,0.34
11032,09-04-12,2,0.52,0.5,0.34
11033,09-04-12,2,0.5,0.4848,0.36
11034,09-04-12,2,0.48,0.4697,0.41
11035,09-04-12,2,0.46,0.4545,0.41
11036,09-04-12,2,0.44,0.4394,0.44
11037,10-04-12,2,0.44,0.4394,0.47
11038,10-04-12,2,0.42,0.4242,0.5
11039,10-04-12,2,0.36,0.3485,0.71
11040,10-04-12,2,0.36,0.3485,0.71
11041,10-04-12,2,0.34,0.3333,0.71
11042,10-04-12,2,0.34,0.3333,0.71
11043,10-04-12,2,0.34,0.3485,0.71
11044,10-04-12,2,0.34,0.3485,0.71
11045,10-04-12,2,0.38,0.3939,0.62
11046,10-04-12,2,0.42,0.4242,0.67
11047,10-04-12,2,0.46,0.4545,0.47
11048,10-04-12,2,0.5,0.4848,0.36
11049,10-04-12,2,0.54,0.5152,0.22
11050,10-04-12,2,0.52,0.5,0.23
11051,10-04-12,2,0.54,0.5152,0.24
11052,10-04-12,2,0.56,0.5303,0.21
11053,10-04-12,2,0.58,0.5455,0.21
11054,10-04-12,2,0.56,0.5303,0.21
11055,10-04-12,2,0.54,0.5152,0.22
11056,10-04-12,2,0.52,0.5,0.2
11057,10-04-12,2,0.46,0.4545,0.28
11058,10-04-12,2,0.44,0.4394,0.3
11059,10-04-12,2,0.4,0.4091,0.37
11060,10-04-12,2,0.36,0.3333,0.4
11061,11-04-12,2,0.34,0.303,0.36
11062,11-04-12,2,0.34,0.3182,0.39
11063,11-04-12,2,0.32,0.303,0.45
11064,11-04-12,2,0.3,0.2879,0.49
11065,11-04-12,2,0.28,0.2727,0.56
11066,11-04-12,2,0.28,0.2879,0.56
11067,11-04-12,2,0.28,0.2879,0.52
11068,11-04-12,2,0.3,0.2879,0.49
11069,11-04-12,2,0.32,0.303,0.49
11070,11-04-12,2,0.34,0.303,0.49
11071,11-04-12,2,0.38,0.3939,0.43
11072,11-04-12,2,0.36,0.3333,0.46
11073,11-04-12,2,0.4,0.4091,0.4
11074,11-04-12,2,0.36,0.3485,0.57
11075,11-04-12,2,0.38,0.3939,0.46
11076,11-04-12,2,0.44,0.4394,0.33
11077,11-04-12,2,0.42,0.4242,0.35
11078,11-04-12,2,0.4,0.4091,0.43
11079,11-04-12,2,0.4,0.4091,0.4
11080,11-04-12,2,0.36,0.3333,0.46
11081,11-04-12,2,0.34,0.303,0.57
11082,11-04-12,2,0.34,0.303,0.57
11083,11-04-12,2,0.34,0.303,0.57
11084,12-04-12,2,0.32,0.303,0.66
11085,12-04-12,2,0.32,0.303,0.66
11086,12-04-12,2,0.32,0.303,0.61
11087,12-04-12,2,0.32,0.303,0.61
11088,12-04-12,2,0.3,0.2879,0.61
11089,12-04-12,2,0.3,0.2879,0.61
11090,12-04-12,2,0.3,0.2879,0.65
11091,12-04-12,2,0.3,0.2727,0.65
11092,12-04-12,2,0.32,0.303,0.66
11093,12-04-12,2,0.36,0.3333,0.57
11094,12-04-12,2,0.4,0.4091,0.5
11095,12-04-12,2,0.42,0.4242,0.47
11096,12-04-12,2,0.46,0.4545,0.41
11097,12-04-12,2,0.48,0.4697,0.36
11098,12-04-12,2,0.5,0.4848,0.31
11099,12-04-12,2,0.48,0.4697,0.31
11100,12-04-12,2,0.48,0.4697,0.31
11101,12-04-12,2,0.5,0.4848,0.27
11102,12-04-12,2,0.5,0.4848,0.27
11103,12-04-12,2,0.46,0.4545,0.31
11104,12-04-12,2,0.44,0.4394,0.33
11105,12-04-12,2,0.42,0.4242,0.35
11106,12-04-12,2,0.42,0.4242,0.35
11107,12-04-12,2,0.42,0.4242,0.35
11108,13-04-12,2,0.4,0.4091,0.37
11109,13-04-12,2,0.36,0.3485,0.46
11110,13-04-12,2,0.34,0.3333,0.49
11111,13-04-12,2,0.34,0.3333,0.61
11112,13-04-12,2,0.34,0.3333,0.53
11113,13-04-12,2,0.34,0.3333,0.53
11114,13-04-12,2,0.32,0.3182,0.57
11115,13-04-12,2,0.34,0.3182,0.61
11116,13-04-12,2,0.38,0.3939,0.46
11117,13-04-12,2,0.42,0.4242,0.41
11118,13-04-12,2,0.44,0.4394,0.38
11119,13-04-12,2,0.46,0.4545,0.36
11120,13-04-12,2,0.5,0.4848,0.31
11121,13-04-12,2,0.52,0.5,0.27
11122,13-04-12,2,0.52,0.5,0.27
11123,13-04-12,2,0.54,0.5152,0.28
11124,13-04-12,2,0.56,0.5303,0.26
11125,13-04-12,2,0.56,0.5303,0.24
11126,13-04-12,2,0.54,0.5152,0.26
11127,13-04-12,2,0.54,0.5152,0.24
11128,13-04-12,2,0.5,0.4848,0.29
11129,13-04-12,2,0.5,0.4848,0.36
11130,13-04-12,2,0.44,0.4394,0.62
11131,13-04-12,2,0.42,0.4242,0.62
11132,14-04-12,2,0.4,0.4091,0.58
11133,14-04-12,2,0.4,0.4091,0.58
11134,14-04-12,2,0.38,0.3939,0.66
11135,14-04-12,2,0.36,0.3636,0.66
11136,14-04-12,2,0.36,0.3636,0.71
11137,14-04-12,2,0.36,0.3636,0.66
11138,14-04-12,2,0.34,0.3333,0.76
11139,14-04-12,2,0.36,0.3636,0.71
11140,14-04-12,2,0.36,0.3485,0.71
11141,14-04-12,2,0.42,0.4242,0.54
11142,14-04-12,2,0.46,0.4545,0.51
11143,14-04-12,2,0.52,0.5,0.45
11144,14-04-12,2,0.58,0.5455,0.35
11145,14-04-12,2,0.62,0.6212,0.33
11146,14-04-12,2,0.64,0.6212,0.27
11147,14-04-12,2,0.64,0.6212,0.27
11148,14-04-12,2,0.64,0.6212,0.27
11149,14-04-12,2,0.62,0.6212,0.33
11150,14-04-12,2,0.62,0.6212,0.35
11151,14-04-12,2,0.6,0.6212,0.4
11152,14-04-12,2,0.56,0.5303,0.46
11153,14-04-12,2,0.56,0.5303,0.43
11154,14-04-12,2,0.54,0.5152,0.52
11155,14-04-12,2,0.54,0.5152,0.56
11156,15-04-12,2,0.54,0.5152,0.56
11157,15-04-12,2,0.54,0.5152,0.56
11158,15-04-12,2,0.54,0.5152,0.56
11159,15-04-12,2,0.52,0.5,0.59
11160,15-04-12,2,0.54,0.5152,0.52
11161,15-04-12,2,0.5,0.4848,0.68
11162,15-04-12,2,0.5,0.4848,0.63
11163,15-04-12,2,0.5,0.4848,0.63
11164,15-04-12,2,0.52,0.5,0.59
11165,15-04-12,2,0.54,0.5152,0.56
11166,15-04-12,2,0.58,0.5455,0.53
11167,15-04-12,2,0.62,0.6212,0.46
11168,15-04-12,2,0.64,0.6212,0.44
11169,15-04-12,2,0.66,0.6212,0.44
11170,15-04-12,2,0.7,0.6364,0.39
11171,15-04-12,2,0.7,0.6364,0.39
11172,15-04-12,2,0.72,0.6515,0.39
11173,15-04-12,2,0.7,0.6364,0.42
11174,15-04-12,2,0.7,0.6364,0.42
11175,15-04-12,2,0.7,0.6364,0.42
11176,15-04-12,2,0.64,0.6212,0.5
11177,15-04-12,2,0.62,0.6212,0.57
11178,15-04-12,2,0.68,0.6364,0.44
11179,15-04-12,2,0.66,0.6212,0.5
11180,16-04-12,2,0.64,0.6212,0.53
11181,16-04-12,2,0.62,0.6061,0.61
11182,16-04-12,2,0.6,0.6061,0.64
11183,16-04-12,2,0.58,0.5455,0.68
11184,16-04-12,2,0.54,0.5152,0.77
11185,16-04-12,2,0.54,0.5152,0.77
11186,16-04-12,2,0.52,0.5,0.83
11187,16-04-12,2,0.52,0.5,0.83
11188,16-04-12,2,0.56,0.5303,0.83
11189,16-04-12,2,0.62,0.6061,0.69
11190,16-04-12,2,0.62,0.6061,0.69
11191,16-04-12,2,0.64,0.6061,0.65
11192,16-04-12,2,0.68,0.6364,0.57
11193,16-04-12,2,0.74,0.6667,0.45
11194,16-04-12,2,0.76,0.6818,0.45
11195,16-04-12,2,0.8,0.697,0.33
11196,16-04-12,2,0.8,0.697,0.33
11197,16-04-12,2,0.8,0.697,0.33
11198,16-04-12,2,0.8,0.697,0.31
11199,16-04-12,2,0.76,0.6667,0.35
11200,16-04-12,2,0.74,0.6515,0.37
11201,16-04-12,2,0.68,0.6364,0.51
11202,16-04-12,2,0.68,0.6364,0.51
11203,16-04-12,2,0.7,0.6364,0.45
11204,17-04-12,2,0.66,0.6212,0.54
11205,17-04-12,2,0.64,0.6212,0.57
11206,17-04-12,2,0.56,0.5303,0.83
11207,17-04-12,2,0.56,0.5303,0.83
11208,17-04-12,2,0.66,0.6212,0.44
11209,17-04-12,2,0.6,0.6212,0.53
11210,17-04-12,2,0.6,0.6212,0.46
11211,17-04-12,2,0.6,0.6212,0.43
11212,17-04-12,2,0.6,0.6212,0.43
11213,17-04-12,2,0.6,0.6212,0.38
11214,17-04-12,2,0.6,0.6212,0.38
11215,17-04-12,2,0.6,0.6212,0.33
11216,17-04-12,2,0.6,0.6212,0.33
11217,17-04-12,2,0.62,0.6212,0.29
11218,17-04-12,2,0.64,0.6212,0.27
11219,17-04-12,2,0.66,0.6212,0.24
11220,17-04-12,2,0.68,0.6212,0.22
11221,17-04-12,2,0.64,0.6061,0.25
11222,17-04-12,2,0.64,0.6061,0.25
11223,17-04-12,2,0.6,0.6061,0.26
11224,17-04-12,2,0.6,0.6061,0.23
11225,17-04-12,2,0.56,0.5303,0.26
11226,17-04-12,2,0.54,0.5152,0.3
11227,17-04-12,2,0.54,0.5152,0.32
11228,18-04-12,2,0.54,0.5152,0.32
11229,18-04-12,2,0.52,0.5,0.34
11230,18-04-12,2,0.5,0.4848,0.42
11231,18-04-12,2,0.5,0.4848,0.42
11232,18-04-12,2,0.5,0.4848,0.42
11233,18-04-12,2,0.5,0.4848,0.39
11234,18-04-12,2,0.5,0.4848,0.39
11235,18-04-12,2,0.5,0.4848,0.39
11236,18-04-12,2,0.5,0.4848,0.39
11237,18-04-12,2,0.48,0.4697,0.44
11238,18-04-12,2,0.48,0.4697,0.47
11239,18-04-12,2,0.46,0.4545,0.47
11240,18-04-12,2,0.46,0.4545,0.51
11241,18-04-12,2,0.46,0.4545,0.59
11242,18-04-12,2,0.44,0.4394,0.72
11243,18-04-12,2,0.42,0.4242,0.77
11244,18-04-12,2,0.42,0.4242,0.77
11245,18-04-12,2,0.42,0.4242,0.77
11246,18-04-12,2,0.42,0.4242,0.77
11247,18-04-12,2,0.42,0.4242,0.77
11248,18-04-12,2,0.42,0.4242,0.77
11249,18-04-12,2,0.42,0.4242,0.82
11250,18-04-12,2,0.42,0.4242,0.77
11251,18-04-12,2,0.42,0.4242,0.77
11252,19-04-12,2,0.42,0.4242,0.77
11253,19-04-12,2,0.42,0.4242,0.77
11254,19-04-12,2,0.42,0.4242,0.77
11255,19-04-12,2,0.42,0.4242,0.77
11256,19-04-12,2,0.42,0.4242,0.71
11257,19-04-12,2,0.4,0.4091,0.82
11258,19-04-12,2,0.4,0.4091,0.82
11259,19-04-12,2,0.4,0.4091,0.82
11260,19-04-12,2,0.42,0.4242,0.82
11261,19-04-12,2,0.46,0.4545,0.72
11262,19-04-12,2,0.48,0.4697,0.63
11263,19-04-12,2,0.52,0.5,0.48
11264,19-04-12,2,0.54,0.5152,0.49
11265,19-04-12,2,0.56,0.5303,0.46
11266,19-04-12,2,0.58,0.5455,0.43
11267,19-04-12,2,0.6,0.6212,0.43
11268,19-04-12,2,0.62,0.6212,0.41
11269,19-04-12,2,0.6,0.6212,0.43
11270,19-04-12,2,0.6,0.6212,0.43
11271,19-04-12,2,0.58,0.5455,0.46
11272,19-04-12,2,0.56,0.5303,0.49
11273,19-04-12,2,0.52,0.5,0.55
11274,19-04-12,2,0.52,0.5,0.59
11275,19-04-12,2,0.5,0.4848,0.63
11276,20-04-12,2,0.48,0.4697,0.67
11277,20-04-12,2,0.46,0.4545,0.82
11278,20-04-12,2,0.44,0.4394,0.88
11279,20-04-12,2,0.44,0.4394,0.88
11280,20-04-12,2,0.42,0.4242,0.94
11281,20-04-12,2,0.42,0.4242,0.94
11282,20-04-12,2,0.42,0.4242,0.88
11283,20-04-12,2,0.42,0.4242,0.94
11284,20-04-12,2,0.44,0.4394,0.94
11285,20-04-12,2,0.46,0.4545,0.88
11286,20-04-12,2,0.5,0.4848,0.77
11287,20-04-12,2,0.54,0.5152,0.68
11288,20-04-12,2,0.58,0.5455,0.53
11289,20-04-12,2,0.62,0.6212,0.43
11290,20-04-12,2,0.64,0.6212,0.44
11291,20-04-12,2,0.64,0.6212,0.47
11292,20-04-12,2,0.66,0.6212,0.44
11293,20-04-12,2,0.64,0.6212,0.47
11294,20-04-12,2,0.62,0.6212,0.5
11295,20-04-12,2,0.6,0.6212,0.53
11296,20-04-12,2,0.58,0.5455,0.56
11297,20-04-12,2,0.56,0.5303,0.68
11298,20-04-12,2,0.54,0.5152,0.68
11299,20-04-12,2,0.52,0.5,0.72
11300,21-04-12,2,0.52,0.5,0.77
11301,21-04-12,2,0.52,0.5,0.77
11302,21-04-12,2,0.52,0.5,0.77
11303,21-04-12,2,0.5,0.4848,0.82
11304,21-04-12,2,0.5,0.4848,0.82
